age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret
23,158.9,56.5,H,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,3427.0,marié,3.0,0.09,581.0,880.3900000000001,24821.2313526381
64,173.6,76.8,F,oui,bac,Occitanie,non,non,3088.0,célibataire,3.0,0.47,794.0,1117.92,500.0
39,156.7,86.3,H,non,bac+2,Normandie,oui,oui,4112.0,marié,3.0,0.62,581.0,265.2039,10536.856476130915
46,186.3,62.8,H,oui,bac,Île-de-France,oui,oui,3540.0,marié,3.0,0.19,581.0,546.456,11708.38967910269
24,160.9,88.8,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,3224.0,divorcé,5.0,0.64,726.0,707.04,22633.800575402543
52,172.0,89.1,F,non,bac+2,Auvergne-Rhône-Alpes,non,non,4235.0,divorcé,2.0,0.37,577.0,776.274,500.0
58,167.6,75.2,H,non,bac,Occitanie,oui,non,1506.0,célibataire,4.0,0.15,576.0,971.8,500.0
62,172.4,71.8,H,non,bac,Île-de-France,oui,oui,4219.0,veuf,1.0,0.05,765.0,751.942,16409.100271857806
34,171.3,35.806,F,non,aucun,Bretagne,non,oui,1308.0,veuf,2.0,0.76,341.0,984.9219999999999,500.0
50,165.3,86.2,F,oui,master,Normandie,non,non,3035.0,célibataire,4.0,0.34,576.0,668.0559999999999,7113.31944843289
33,169.4,91.0,H,non,bac+2,Occitanie,non,oui,1767.0,veuf,3.0,0.74,581.0,899.05,8896.717526184904
41,164.5,79.4,H,non,aucun,Normandie,oui,oui,2702.0,marié,5.0,0.56,557.0,836.912,500.0
47,152.4,66.1,F,oui,master,Corse,oui,oui,5082.0,marié,0.0,0.08,580.0,608.61,16911.284175268138
30,174.6,74.9,F,oui,bac,Occitanie,oui,non,1459.0,divorcé,3.0,0.62,581.0,727.0740000000001,500.0
46,169.5,57.4,F,non,bac,Bretagne,oui,oui,2731.0,célibataire,0.0,0.04,580.0,1219.68,4197.213158959312
30,157.1,70.9,F,non,aucun,Hauts-de-France,oui,non,4897.0,divorcé,3.0,0.9,581.0,958.9,500.0
58,162.0,65.0,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3126.0,veuf,5.0,0.68,557.0,630.324,21860.83946953087
39,179.0,103.2,H,non,bac+2,Bretagne,non,oui,3299.0,divorcé,3.0,0.26,725.0,587.5360000000001,25301.57487470256
75,149.9,65.5,F,non,doctorat,Corse,non,non,4138.0,célibataire,3.0,0.41,581.0,542.492,500.0
18,157.1,71.4,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,2752.0,divorcé,4.0,0.34,452.0,265.2039,500.0
44,163.6,82.3,H,non,bac+2,Corse,oui,oui,987.0,célibataire,5.0,0.67,557.0,708.796,500.0
58,151.6,96.6,F,oui,bac,Corse,non,oui,2041.0,divorcé,3.0,0.93,581.0,788.3199999999999,500.0
52,169.8,60.4,H,oui,aucun,Normandie,non,non,2776.0,célibataire,0.0,0.67,838.0,1044.5720000000001,500.0
31,163.5,99.1,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,1866.0,célibataire,5.0,0.12,821.0,699.734,3790.511534864229
67,173.5,58.2,F,oui,bac+2,Hauts-de-France,non,non,1936.0,veuf,3.0,0.19,381.0,908.2480000000002,500.0
55,164.6,64.3,H,non,bac+2,Normandie,oui,non,3292.0,célibataire,4.0,0.31,652.0,727.31,500.0
37,178.1,61.3,F,non,bac,Auvergne-Rhône-Alpes,oui,oui,2991.0,marié,5.0,0.22,471.0,651.8799999999999,500.0
55,179.7,80.0,F,oui,aucun,Normandie,oui,oui,500.0,célibataire,3.0,0.33,581.0,654.534,500.0
19,175.6,82.2,H,non,bac+2,Auvergne-Rhône-Alpes,non,non,698.0,divorcé,1.0,0.43,553.0,829.586,500.0
36,165.5,84.5,H,non,bac+2,Île-de-France,oui,oui,1620.0,veuf,0.0,0.03,580.0,945.82,500.0
36,185.9,75.8,F,non,bac,Occitanie,non,non,1287.0,célibataire,0.0,0.14,580.0,918.5959999999999,500.0
66,179.5,103.2,F,oui,master,Normandie,non,oui,2452.0,divorcé,5.0,0.18,308.0,781.0920000000001,17534.89400357983
31,163.7,57.0,F,non,bac+2,Hauts-de-France,non,oui,4036.0,célibataire,0.0,0.51,519.0,665.338,12920.37138248396
73,167.0,83.5,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,1213.0,marié,0.0,0.31,580.0,918.742,7897.997418082562
73,146.9,61.2,H,non,bac,Hauts-de-France,non,non,3619.0,veuf,5.0,0.2,557.0,958.6020000000001,500.0
59,161.5,69.2,F,oui,aucun,Occitanie,non,oui,1902.0,célibataire,3.0,0.72,581.0,1001.94,4830.143862580268
18,185.4,61.1,F,non,bac+2,Corse,oui,non,1544.0,célibataire,3.0,0.03,581.0,758.918,500.0
70,170.7,82.6,F,oui,master,Occitanie,non,oui,4606.0,célibataire,0.0,0.96,637.0,804.822,34189.91989980388
19,177.0,98.1,F,non,aucun,Corse,non,non,2098.0,marié,0.0,0.88,761.0,556.38,500.0
59,166.0,47.9,H,oui,bac+2,Île-de-France,oui,oui,3403.0,marié,3.0,0.88,635.0,961.8979999999999,31210.78545141924
57,158.6,35.806,F,non,aucun,Auvergne-Rhône-Alpes,oui,non,3939.0,célibataire,2.0,0.27,794.0,658.516,500.0
61,174.9,59.1,H,oui,master,Provence-Alpes-Côte d’Azur,non,oui,644.0,célibataire,4.0,0.96,576.0,451.89,25780.25947680529
63,173.0,77.6,F,non,doctorat,Bretagne,oui,non,500.0,marié,4.0,0.5,562.0,806.098,500.0
71,183.5,71.9,H,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,5519.0,marié,2.0,0.25,577.0,988.994,18924.63953105682
59,175.8,68.4,F,non,aucun,Île-de-France,oui,non,2082.0,marié,5.0,0.05,393.0,886.13,500.0
46,168.8,86.2,F,non,master,Normandie,non,oui,2013.0,veuf,0.0,0.55,580.0,567.082,13261.45443517397
68,189.4,59.0,H,non,doctorat,Occitanie,non,oui,2933.0,marié,3.0,0.22,723.0,889.6619999999999,30863.148732191665
41,184.0,69.4,H,non,bac+2,Normandie,oui,oui,668.0,marié,0.0,0.59,580.0,842.682,500.0
48,186.3,72.7,F,non,bac+2,Normandie,oui,non,5436.0,célibataire,4.0,0.37,498.0,918.482,500.0
27,168.8,71.6,H,non,aucun,Île-de-France,oui,non,1387.0,célibataire,1.0,0.77,553.0,1031.916,500.0
22,158.2,61.5,H,oui,aucun,Occitanie,oui,oui,2429.0,célibataire,2.0,0.29,649.0,843.7239999999999,2332.510420608602
54,164.4,100.3,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,2214.0,veuf,2.0,0.89,577.0,965.23,21732.645617542137
36,173.0,47.9,H,non,doctorat,Corse,oui,non,2231.0,veuf,3.0,0.12,581.0,628.27,500.0
23,159.2,70.4,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,6195.0,divorcé,4.0,0.05,615.0,630.27,500.0
62,166.8,65.3,H,non,master,Corse,oui,non,973.0,célibataire,2.0,0.7,309.0,715.8880000000001,500.0
67,174.5,61.0,H,non,bac,Bretagne,non,oui,913.0,divorcé,3.0,0.66,581.0,460.44,9838.808737111673
19,165.6,49.6,F,oui,aucun,Bretagne,oui,oui,1379.0,divorcé,4.0,0.5,576.0,601.76,500.0
53,159.2,79.4,H,oui,aucun,Occitanie,non,oui,2287.0,célibataire,0.0,0.1,645.0,835.1020000000001,8549.227824358428
75,169.1,55.1,F,oui,doctorat,Auvergne-Rhône-Alpes,non,non,2711.0,célibataire,4.0,0.6,430.0,825.626,12054.52227794225
53,160.4,76.7,H,oui,bac,Normandie,oui,oui,3450.0,veuf,4.0,0.39,576.0,403.59,1084.2065490912055
66,167.7,43.4,F,non,bac,Corse,non,oui,1381.0,veuf,2.0,0.87,577.0,854.5960000000001,500.0
67,151.2,51.7,F,oui,aucun,Occitanie,oui,oui,1817.0,divorcé,1.0,0.21,553.0,611.778,500.0
68,163.3,60.1,F,non,bac,Occitanie,non,oui,1765.0,veuf,5.0,0.04,719.0,1014.31,11315.479313698754
67,175.9,74.9,F,oui,bac+2,Bretagne,non,non,4290.0,célibataire,3.0,0.18,581.0,716.772,5352.589393528453
36,173.2,79.3,F,oui,doctorat,Normandie,oui,non,1917.0,marié,2.0,0.44,577.0,666.5360000000001,500.0
28,172.3,35.806,F,oui,bac+2,Normandie,oui,non,2366.0,célibataire,1.0,0.38,553.0,749.5719999999999,500.0
51,166.3,74.5,F,oui,aucun,Hauts-de-France,non,oui,3768.0,marié,2.0,0.11,737.0,528.5939999999999,10202.092157423223
53,152.8,100.5,H,oui,doctorat,Corse,non,non,1372.0,célibataire,5.0,0.54,557.0,924.3340000000001,500.0
28,185.5,76.9,F,non,master,Bretagne,non,non,2712.0,marié,2.0,0.56,577.0,825.626,500.0
75,164.3,92.2,F,non,aucun,Auvergne-Rhône-Alpes,non,oui,969.0,veuf,5.0,0.88,559.0,838.174,500.0
29,163.0,68.9,H,oui,master,Corse,oui,oui,500.0,célibataire,0.0,0.99,580.0,1056.134,1594.5532043144772
26,193.19399999999996,54.7,F,oui,bac,Corse,oui,oui,4706.0,divorcé,2.0,0.29,577.0,795.45,500.0
52,163.4,95.3,H,oui,doctorat,Corse,non,oui,2145.0,veuf,2.0,0.77,761.0,830.598,32641.33059382787
37,173.8,71.2,F,oui,doctorat,Normandie,non,non,1133.0,célibataire,5.0,0.47,444.0,664.3480000000001,500.0
58,168.0,72.4,H,non,bac,Hauts-de-France,oui,oui,1859.0,célibataire,0.0,0.21,518.0,466.58600000000007,500.0
32,185.2,61.7,H,non,bac,Auvergne-Rhône-Alpes,oui,oui,4489.0,veuf,3.0,0.27,581.0,811.244,14230.90256129055
56,178.5,86.4,F,non,aucun,Bretagne,non,oui,3262.0,célibataire,1.0,0.25,436.0,906.808,500.0
70,164.6,64.5,H,non,master,Provence-Alpes-Côte d’Azur,oui,non,3177.0,divorcé,2.0,1.0,577.0,883.316,500.0
55,174.9,57.2,F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,1542.0,divorcé,4.0,0.03,388.0,588.53,26286.06036119925
52,169.1,83.9,H,non,bac,Auvergne-Rhône-Alpes,oui,non,4200.0,célibataire,4.0,0.36,576.0,976.84,500.0
57,178.4,61.6,F,non,bac+2,Corse,non,non,1362.0,célibataire,4.0,0.81,576.0,934.824,500.0
64,164.0,57.1,F,non,aucun,Occitanie,non,oui,1240.0,veuf,4.0,0.98,576.0,660.438,8009.04689857999
66,165.9,65.8,H,oui,doctorat,Corse,non,oui,3700.0,célibataire,0.0,0.31,514.0,820.9860000000001,32854.247545834616
30,193.19399999999996,66.3,F,non,bac,Corse,non,oui,2560.0,célibataire,0.0,0.0,771.0,866.05,3041.551620678011
55,178.7,52.1,H,non,master,Normandie,non,oui,2185.0,divorcé,2.0,0.15,805.0,591.48,25160.812747820622
52,177.1,74.9,F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,2329.0,veuf,1.0,0.64,553.0,601.11,15829.582667960049
73,183.5,47.2,F,non,bac,Bretagne,non,non,2188.0,marié,4.0,0.27,576.0,750.5899999999999,500.0
41,169.6,69.7,F,oui,bac+2,Corse,oui,oui,2729.0,marié,0.0,0.38,580.0,729.298,1962.711891291
21,164.3,54.4,F,non,doctorat,Île-de-France,non,oui,753.0,marié,5.0,0.64,462.0,785.496,11845.682562603515
53,147.2,72.0,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,2907.0,divorcé,1.0,0.52,553.0,863.732,11375.490991298562
66,169.0,73.8,H,non,master,Normandie,non,non,1443.0,célibataire,5.0,0.29,435.0,913.1220000000001,500.0
62,178.4,52.1,H,non,bac+2,Occitanie,oui,oui,2743.0,divorcé,3.0,0.0,613.0,595.37,9070.425185200971
48,159.4,60.8,F,oui,bac,Île-de-France,oui,oui,2279.0,célibataire,1.0,0.16,490.0,1078.53,12172.858863110296
59,168.5,77.1,H,non,doctorat,Île-de-France,non,oui,1780.0,célibataire,0.0,0.74,580.0,672.02,24301.601444520653
53,177.9,83.7,F,non,aucun,Occitanie,oui,non,2790.0,veuf,5.0,0.48,557.0,669.4,500.0
23,164.5,70.8,H,oui,aucun,Bretagne,oui,non,3542.0,marié,0.0,0.5,580.0,504.524,500.0
30,180.2,82.6,H,oui,aucun,Corse,oui,oui,2749.0,divorcé,2.0,0.47,577.0,747.242,500.0
53,170.5,54.0,H,non,aucun,Hauts-de-France,oui,oui,533.0,divorcé,4.0,0.3,576.0,749.9680000000001,500.0
42,162.0,35.806,H,oui,bac+2,Bretagne,oui,oui,2016.0,veuf,0.0,0.98,676.0,583.656,20634.27309601286
71,179.9,74.5,F,non,aucun,Hauts-de-France,non,non,1262.0,célibataire,5.0,0.99,557.0,633.76,500.0
65,173.3,84.8,H,oui,bac+2,Île-de-France,non,non,3084.0,veuf,4.0,0.27,576.0,801.4200000000001,13449.810823556034
18,183.7,79.2,F,non,bac+2,Bretagne,oui,non,3428.0,marié,5.0,0.86,829.0,880.39,500.0
21,181.5,88.0,H,oui,master,Normandie,non,non,698.0,célibataire,1.0,0.33,464.0,829.586,500.0
67,169.6,71.0,F,non,doctorat,Occitanie,oui,oui,2403.0,marié,4.0,0.7,522.0,890.6600000000001,15553.7977790045
29,187.3,71.3,H,oui,doctorat,Normandie,non,oui,1837.0,célibataire,0.0,0.15,580.0,741.702,35748.24279436244
22,175.4,70.9,H,non,bac+2,Hauts-de-France,non,oui,1925.0,veuf,3.0,0.08,762.0,713.958,500.0
45,154.7,69.7,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,non,3553.0,divorcé,0.0,0.21,580.0,823.18,500.0
64,170.3,71.5,F,oui,master,Bretagne,non,oui,3795.0,marié,3.0,0.29,666.0,707.3299999999999,40484.65879775542
57,173.0,79.4,F,oui,doctorat,Hauts-de-France,non,oui,2084.0,divorcé,3.0,0.15,492.0,756.51,24182.78880374963
54,179.4,63.8,F,oui,doctorat,Île-de-France,non,non,4030.0,marié,1.0,0.74,553.0,729.558,6891.35594044505
66,174.8,91.3,H,non,bac,Bretagne,non,non,4115.0,marié,1.0,0.75,553.0,756.3039999999999,4878.327387280616
38,150.4,69.7,F,oui,bac,Auvergne-Rhône-Alpes,oui,non,5660.0,marié,3.0,0.73,417.0,573.2439999999999,500.0
53,170.6,67.7,F,non,bac,Hauts-de-France,non,oui,3376.0,divorcé,0.0,0.03,443.0,817.388,500.0
46,170.4,74.2,H,non,bac+2,Occitanie,oui,oui,1570.0,marié,0.0,0.57,580.0,524.31,1160.0868887239776
66,182.1,63.2,F,non,master,Auvergne-Rhône-Alpes,oui,non,1589.0,divorcé,1.0,0.47,553.0,625.41,500.0
25,161.2,76.5,F,non,bac+2,Hauts-de-France,non,non,2743.0,marié,1.0,0.51,597.0,930.2040000000001,500.0
58,161.5,89.3,H,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,3450.0,marié,5.0,0.04,686.0,709.236,17759.999390975925
71,164.2,56.6,H,non,aucun,Hauts-de-France,non,non,3876.0,divorcé,0.0,0.47,842.0,645.2040000000001,500.0
58,163.0,66.2,H,non,master,Bretagne,oui,non,1889.0,divorcé,2.0,0.29,577.0,1055.92,500.0
69,186.8,61.0,F,oui,bac,Corse,oui,non,2477.0,célibataire,1.0,0.02,553.0,776.778,500.0
21,182.5,70.4,H,non,bac,Hauts-de-France,non,non,4227.0,veuf,2.0,0.97,812.0,769.858,500.0
38,189.1,76.2,F,oui,bac+2,Hauts-de-France,oui,oui,2306.0,veuf,0.0,0.12,580.0,823.36,500.0
61,186.7,48.7,H,oui,aucun,Auvergne-Rhône-Alpes,non,oui,2155.0,marié,1.0,0.7,553.0,839.45,7714.411705886669
71,175.5,57.3,F,oui,master,Auvergne-Rhône-Alpes,oui,oui,1730.0,marié,5.0,0.86,686.0,829.0260000000001,17034.237622993576
18,189.6,85.5,H,oui,aucun,Auvergne-Rhône-Alpes,non,oui,4065.0,veuf,4.0,0.51,392.0,1021.43,16829.912975914045
41,159.2,57.2,H,oui,doctorat,Occitanie,oui,oui,2619.0,marié,2.0,0.97,483.0,923.9939999999999,23639.29465910752
22,165.9,83.8,F,non,bac,Provence-Alpes-Côte d’Azur,non,non,3240.0,divorcé,5.0,0.38,589.0,654.4939999999999,500.0
42,171.5,78.1,F,oui,master,Corse,non,oui,2914.0,marié,5.0,0.47,357.0,1017.0260000000001,15433.018661801616
68,176.5,58.7,H,non,aucun,Île-de-France,oui,oui,2808.0,divorcé,0.0,0.04,569.0,786.57,9389.233397360911
42,159.7,81.6,H,oui,bac+2,Hauts-de-France,oui,non,4416.0,marié,3.0,0.63,581.0,826.13,960.5357600150954
64,159.6,51.5,F,oui,bac,Occitanie,non,oui,3865.0,divorcé,3.0,0.98,651.0,773.194,21325.48160939889
51,175.4,72.3,F,oui,doctorat,Occitanie,non,oui,1746.0,marié,3.0,0.59,581.0,801.4739999999999,25431.65072661764
65,166.3,64.7,H,non,aucun,Hauts-de-France,non,non,1886.0,veuf,3.0,0.54,581.0,1275.89,500.0
43,180.5,80.7,H,oui,bac+2,Normandie,oui,oui,3294.0,marié,1.0,0.08,816.0,531.726,11146.98137383644
55,162.6,66.2,H,non,aucun,Occitanie,oui,non,2051.0,célibataire,0.0,0.09,767.0,679.878,500.0
44,192.8,98.3,H,non,bac+2,Bretagne,non,non,864.0,divorcé,3.0,0.37,581.0,685.5559999999999,500.0
69,186.4,86.6,F,non,bac+2,Auvergne-Rhône-Alpes,non,non,500.0,veuf,4.0,0.76,576.0,650.918,500.0
26,168.8,62.1,H,non,bac,Bretagne,non,non,718.0,célibataire,5.0,0.39,490.0,638.208,500.0
25,177.1,59.9,F,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,1359.0,veuf,0.0,0.37,580.0,864.874,14964.343167498342
53,169.8,89.1,F,non,aucun,Hauts-de-France,non,oui,3279.0,célibataire,0.0,0.97,580.0,890.692,500.0
34,166.0,38.5,H,non,bac,Normandie,oui,oui,2790.0,marié,2.0,0.11,577.0,910.0219999999999,632.1472753556418
53,178.0,72.3,H,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,2038.0,célibataire,0.0,0.49,702.0,834.242,16110.82645533626
68,172.3,77.5,F,oui,bac,Normandie,non,oui,2115.0,veuf,3.0,0.66,581.0,966.8,500.0
56,174.2,71.0,H,oui,bac+2,Corse,oui,non,2095.0,marié,5.0,0.55,557.0,447.308,500.0
59,186.4,60.1,F,oui,master,Auvergne-Rhône-Alpes,oui,non,2135.0,marié,1.0,0.17,553.0,967.07,500.0
34,170.7,58.4,H,oui,bac+2,Île-de-France,non,oui,1741.0,divorcé,2.0,0.21,577.0,753.396,36722.13030553553
38,182.1,77.4,H,oui,aucun,Corse,oui,non,3018.0,veuf,4.0,0.38,576.0,936.5640000000001,500.0
39,176.2,57.1,H,oui,master,Occitanie,oui,non,2909.0,célibataire,5.0,0.78,516.0,795.712,500.0
67,171.7,74.2,H,non,bac,Corse,oui,oui,2797.0,veuf,3.0,0.38,581.0,1003.44,500.0
21,150.2,96.8,F,non,doctorat,Corse,oui,oui,1572.0,célibataire,4.0,0.56,335.0,542.938,500.0
38,193.19399999999996,48.0,H,non,doctorat,Corse,oui,non,2428.0,veuf,4.0,0.59,309.0,822.1479999999999,500.0
74,181.1,64.8,H,oui,aucun,Hauts-de-France,non,oui,830.0,veuf,4.0,0.17,576.0,505.63,4593.937800765812
66,170.4,67.8,F,oui,master,Normandie,non,non,3130.0,divorcé,0.0,0.3,509.0,322.00399999999996,500.0
36,183.0,47.5,F,non,master,Occitanie,oui,oui,500.0,marié,3.0,0.78,716.0,656.9540000000001,500.0
71,187.3,69.4,H,non,aucun,Normandie,oui,non,1859.0,célibataire,0.0,0.75,602.0,459.29400000000004,500.0
40,157.6,62.7,H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,2491.0,veuf,5.0,0.54,557.0,656.2439999999999,9577.995785265432
22,161.1,70.3,H,non,aucun,Occitanie,non,oui,2855.0,célibataire,5.0,0.36,515.0,771.2,6552.627037180092
33,163.6,70.2,F,oui,master,Hauts-de-France,non,oui,3882.0,marié,3.0,0.01,789.0,663.448,32763.885790108023
29,178.3,74.4,H,oui,bac+2,Bretagne,oui,oui,1405.0,veuf,5.0,0.94,400.0,836.982,10208.62923884164
75,173.0,72.2,H,non,aucun,Provence-Alpes-Côte d’Azur,non,non,2125.0,divorcé,1.0,0.66,553.0,657.156,500.0
21,168.9,86.3,H,oui,doctorat,Bretagne,non,oui,5177.0,veuf,0.0,0.56,580.0,1103.48,45107.23743480371
54,155.7,93.3,F,oui,bac,Occitanie,oui,oui,1650.0,célibataire,4.0,0.4,576.0,576.46,500.0
70,150.6,68.2,H,non,doctorat,Île-de-France,oui,oui,1892.0,veuf,2.0,0.42,401.0,910.842,25255.129581932342
27,161.4,53.7,H,non,doctorat,Corse,oui,oui,4479.0,divorcé,0.0,0.28,536.0,654.742,9656.96060156549
22,180.1,35.806,F,non,doctorat,Corse,non,oui,500.0,marié,0.0,0.54,306.0,1056.134,11589.55534675433
51,154.5,57.5,H,non,doctorat,Normandie,non,non,2677.0,divorcé,0.0,0.58,580.0,1001.9199999999998,500.0
20,182.2,79.8,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,1445.0,veuf,2.0,0.94,577.0,932.65,17169.490666943155
44,163.2,75.1,H,oui,aucun,Corse,oui,non,5111.0,marié,4.0,0.79,576.0,689.52,500.0
51,170.4,88.2,H,oui,bac+2,Bretagne,non,oui,2914.0,marié,5.0,0.12,557.0,1225.57,24554.11399343869
25,169.9,54.2,H,non,aucun,Corse,oui,oui,500.0,veuf,3.0,0.12,826.0,1056.134,500.0
60,164.7,48.9,F,oui,bac,Hauts-de-France,non,oui,1845.0,marié,4.0,0.24,576.0,789.2,9534.314747624936
31,171.2,71.0,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,3894.0,marié,0.0,0.86,312.0,816.168,19675.15887090519
46,157.3,59.3,H,oui,doctorat,Normandie,non,non,2174.0,marié,5.0,0.61,704.0,795.7299999999999,5107.896730663067
60,163.5,60.9,H,non,bac,Normandie,non,oui,2179.0,marié,1.0,0.13,553.0,1266.75,13216.1299051205
47,160.3,71.1,H,non,doctorat,Occitanie,oui,oui,2189.0,marié,3.0,0.59,641.0,835.358,18877.201739737007
67,176.2,59.8,F,oui,bac+2,Corse,non,oui,5093.0,divorcé,5.0,0.81,377.0,819.2240000000002,18069.970996498065
50,172.2,55.9,F,oui,bac+2,Bretagne,oui,non,4593.0,célibataire,4.0,0.48,389.0,772.7479999999999,500.0
33,176.3,81.3,F,oui,bac,Occitanie,non,oui,500.0,célibataire,3.0,0.78,727.0,787.72,8026.321944145055
25,182.5,89.6,F,oui,aucun,Normandie,non,oui,2734.0,divorcé,1.0,0.54,527.0,712.26,16530.41183100932
34,169.8,58.9,F,oui,aucun,Occitanie,oui,non,3613.0,célibataire,3.0,0.48,806.0,697.236,500.0
65,166.3,48.4,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,3147.0,veuf,5.0,0.05,557.0,898.04,500.0
50,156.0,67.0,H,non,aucun,Normandie,non,oui,1743.0,divorcé,0.0,0.12,580.0,639.642,500.0
43,169.7,74.4,H,oui,master,Île-de-France,non,oui,500.0,veuf,2.0,0.18,577.0,482.6199999999999,23968.913704684328
24,169.4,58.9,H,oui,doctorat,Normandie,oui,non,3049.0,divorcé,0.0,0.49,691.0,498.98,12497.9270242524
63,159.6,55.2,F,non,aucun,Bretagne,oui,non,1265.0,divorcé,2.0,0.77,577.0,1098.85,500.0
52,175.0,44.8,H,oui,aucun,Occitanie,oui,oui,3568.0,célibataire,3.0,0.55,751.0,981.128,10465.52207714112
29,171.8,91.2,F,oui,aucun,Normandie,oui,non,3729.0,marié,5.0,0.9,830.0,837.832,500.0
50,185.4,62.7,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,1202.0,marié,1.0,0.87,783.0,1195.87,500.0
55,161.5,62.1,H,oui,bac,Île-de-France,oui,non,3825.0,marié,4.0,0.56,576.0,312.32,500.0
22,173.7,47.7,H,oui,master,Occitanie,non,non,668.0,marié,3.0,0.64,579.0,842.682,500.0
24,182.4,88.5,H,oui,bac,Normandie,oui,oui,3480.0,veuf,3.0,0.77,581.0,744.28,11903.935323386915
53,159.7,77.6,H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,3601.0,célibataire,4.0,0.68,556.0,756.1379999999999,21217.996008185488
36,188.9,73.2,F,oui,bac,Bretagne,oui,oui,3825.0,célibataire,1.0,0.32,553.0,665.066,13504.051068661174
50,177.1,73.5,H,non,bac+2,Hauts-de-France,oui,oui,2107.0,marié,0.0,0.62,580.0,775.36,500.0
75,182.6,85.5,H,oui,doctorat,Corse,non,oui,2133.0,marié,2.0,0.73,577.0,792.522,21063.89184728718
21,159.1,80.6,F,non,master,Auvergne-Rhône-Alpes,oui,oui,3285.0,célibataire,5.0,0.98,557.0,891.0699999999999,3454.075660353737
33,158.5,35.806,F,non,master,Hauts-de-France,oui,oui,500.0,divorcé,4.0,0.13,476.0,837.7660000000002,978.2388365224624
48,163.5,70.2,F,non,doctorat,Hauts-de-France,oui,oui,1976.0,divorcé,5.0,0.3,557.0,855.0260000000001,4400.3161406561385
36,158.4,62.7,H,oui,bac+2,Île-de-France,oui,non,1200.0,marié,4.0,0.66,576.0,971.76,500.0
25,180.6,68.9,H,oui,bac+2,Île-de-France,non,oui,1477.0,célibataire,1.0,0.84,614.0,931.4580000000002,24112.9505843984
18,149.7,56.1,H,oui,bac+2,Occitanie,non,oui,3001.0,veuf,5.0,0.64,557.0,742.29,26006.2988867265
50,181.3,64.6,F,oui,doctorat,Occitanie,non,oui,883.0,veuf,4.0,0.65,576.0,626.472,19729.01187544653
46,186.6,55.0,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,777.0,marié,1.0,0.5,553.0,661.674,500.0
72,170.2,72.7,F,non,doctorat,Île-de-France,oui,oui,1763.0,divorcé,3.0,0.25,581.0,1001.26,12414.20852517804
21,169.1,78.1,F,non,bac+2,Auvergne-Rhône-Alpes,oui,non,3162.0,célibataire,2.0,0.28,304.0,1081.074,500.0
63,169.3,45.5,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,4379.0,célibataire,0.0,0.99,768.0,828.5959999999999,500.0
74,162.1,84.3,H,oui,aucun,Bretagne,non,non,2846.0,célibataire,3.0,0.67,581.0,692.914,500.0
30,174.1,78.1,F,oui,aucun,Occitanie,oui,oui,3845.0,veuf,2.0,0.83,483.0,825.186,500.0
25,181.4,51.3,F,oui,master,Corse,oui,oui,500.0,divorcé,0.0,0.63,580.0,1056.134,500.0
27,180.0,61.2,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2232.0,marié,3.0,0.68,489.0,742.184,15632.319701686563
38,173.1,61.8,H,non,master,Hauts-de-France,oui,non,2692.0,célibataire,3.0,0.98,646.0,995.534,500.0
28,153.9,53.1,H,non,bac+2,Île-de-France,non,oui,2213.0,marié,3.0,0.67,581.0,950.664,20222.110654501925
70,159.2,82.0,F,non,bac,Occitanie,oui,oui,3966.0,veuf,5.0,0.38,557.0,869.858,500.0
69,160.6,56.5,H,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,6357.0,divorcé,3.0,0.47,522.0,1126.4,21227.97399595873
59,165.9,58.8,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,3438.0,marié,0.0,0.04,467.0,769.41,42194.908350216
