smoker,revenu_estime_mois,historique_credits,score_credit,loyer_mensuel,montant_pret
1,2127.0,2.0,577.0,879.59,10789.428595650035
0,3771.0,1.0,411.0,677.904,27149.517197480734
1,648.0,1.0,680.0,596.802,500.0
1,1491.0,5.0,496.0,829.51,500.0
1,1656.0,3.0,581.0,851.4739999999999,500.0
1,1564.0,1.0,815.0,462.924,22667.469609067877
0,1746.0,2.0,577.0,801.4739999999999,21903.88886945777
0,3196.0,1.0,553.0,740.0559999999999,11816.974579119644
0,1844.0,3.0,758.0,794.01,40690.34319095283
1,1763.0,1.0,553.0,843.3299999999999,500.0
1,2811.0,2.0,775.0,691.794,500.0
0,1927.0,4.0,742.0,806.3860000000001,500.0
1,3251.0,5.0,541.0,913.21,18105.06432393928
0,500.0,3.0,581.0,650.918,6210.585120723677
1,765.0,2.0,746.0,654.6379999999999,500.0
0,545.0,4.0,843.0,532.2,1997.1270482276104
1,2365.0,3.0,581.0,924.01,500.0
1,1469.0,4.0,747.0,766.198,5679.207080273481
0,1394.0,1.0,553.0,806.458,15749.610612152856
1,3274.0,1.0,510.0,838.3420000000002,500.0
0,3045.0,4.0,620.0,835.018,500.0
1,2389.0,1.0,431.0,1079.4260000000002,20148.565597825826
1,2510.0,2.0,577.0,721.012,500.0
0,2900.0,0.0,688.0,311.03,34024.88664034968
0,500.0,0.0,458.0,806.098,500.0
0,2284.0,0.0,391.0,880.506,500.0
1,960.0,1.0,553.0,802.476,500.0
0,1236.0,2.0,577.0,621.3720000000001,500.0
1,1607.0,1.0,553.0,734.0719999999999,500.0
1,1990.0,5.0,557.0,742.454,500.0
0,3120.0,4.0,576.0,762.798,7496.123207050458
1,1307.0,3.0,393.0,924.608,2662.8609420212924
0,2134.0,2.0,399.0,813.1220000000001,500.0
0,2710.0,4.0,576.0,1271.15,23102.73510726395
0,2120.0,1.0,553.0,1131.3319999999999,500.0
0,2111.0,4.0,504.0,596.902,9760.812159705438
0,2864.0,0.0,580.0,913.8280000000001,17469.36669042196
0,1794.0,2.0,577.0,782.13,15137.843561515212
1,2457.0,2.0,370.0,590.87,500.0
0,1376.0,1.0,553.0,937.4560000000001,500.0
1,5310.0,1.0,613.0,760.2239999999999,22058.8149152844
1,2781.0,2.0,573.0,751.374,18216.408515220075
0,2214.0,5.0,303.0,988.656,500.0
0,4177.0,3.0,581.0,794.256,500.0
1,2491.0,5.0,343.0,607.1,500.0
1,3859.0,1.0,553.0,826.64,500.0
1,1516.0,2.0,577.0,556.14,14836.922940266955
0,3405.0,4.0,576.0,849.91,500.0
0,4137.0,1.0,401.0,403.79,13145.425053072247
1,1992.0,5.0,530.0,620.69,6723.662297466024
1,500.0,3.0,642.0,482.6199999999999,5881.112146935091
1,4450.0,4.0,610.0,995.8939999999999,10600.203328979927
1,4216.0,1.0,347.0,619.844,500.0
0,1848.0,2.0,434.0,885.5600000000001,29148.70531457577
1,2822.0,0.0,764.0,1083.338,11964.160775187183
1,500.0,5.0,557.0,656.9540000000001,500.0
1,1292.0,2.0,577.0,713.9959999999999,12073.79464109072
0,3947.0,2.0,496.0,787.408,7409.971370503994
0,1567.0,5.0,802.0,335.202,42431.997186695655
0,3076.0,0.0,580.0,634.9580000000001,25657.65526246961
0,2156.0,4.0,576.0,663.67,500.0
0,2870.0,4.0,617.0,818.9680000000001,20606.08926223896
0,4576.0,5.0,500.0,831.55,500.0
0,2480.0,5.0,557.0,767.656,19634.98087316357
1,2228.0,3.0,484.0,363.81,4968.756064114143
1,3416.0,5.0,557.0,940.436,11970.443330966416
1,2684.0,0.0,639.0,899.958,13078.291814080756
1,4464.0,2.0,458.0,831.4200000000001,500.0
1,3068.0,4.0,782.0,478.46,500.0
0,3344.0,5.0,557.0,911.5260000000001,23158.184627930583
1,1346.0,1.0,368.0,945.0719999999999,500.0
1,3686.0,4.0,803.0,584.946,16025.297564461089
1,4104.0,5.0,557.0,704.622,32281.72059281906
1,1978.0,5.0,615.0,922.906,500.0
1,2201.0,5.0,557.0,738.46,2028.8437355034253
1,1588.0,4.0,405.0,1143.45,18365.207496326955
0,4954.0,1.0,571.0,749.05,19811.98893203536
0,4797.0,5.0,357.0,813.3120000000001,29386.27330168705
1,1767.0,5.0,567.0,1158.73,500.0
0,1505.0,1.0,487.0,919.2360000000001,500.0
1,2090.0,1.0,553.0,496.10999999999996,5676.927413863518
1,2452.0,4.0,477.0,573.19,500.0
1,3475.0,5.0,557.0,617.5640000000001,13716.417179810942
0,4148.0,4.0,609.0,968.184,500.0
1,1170.0,1.0,440.0,627.9800000000001,500.0
1,2395.0,4.0,540.0,899.4540000000001,500.0
0,1777.0,1.0,553.0,651.034,500.0
1,2497.0,5.0,557.0,679.8159999999999,2910.6282601136813
1,1331.0,0.0,580.0,265.2039,14728.895686521268
1,2315.0,1.0,553.0,1060.96,1637.021850875543
1,4172.0,3.0,581.0,802.592,24096.818254028258
1,3699.0,2.0,577.0,905.008,16558.08075692185
0,2607.0,1.0,457.0,817.184,18579.603464429416
0,1801.0,5.0,815.0,630.86,19425.91018877002
1,2444.0,1.0,553.0,904.8299999999999,27125.906572605523
1,3434.0,5.0,813.0,847.512,500.0
1,2828.0,4.0,576.0,652.2520000000001,500.0
1,2133.0,3.0,581.0,792.522,500.0
1,3868.0,4.0,576.0,751.818,1236.2040979616436
1,907.0,5.0,557.0,857.65,500.0
1,2811.0,3.0,523.0,684.652,3319.7338871675097
0,2445.0,1.0,553.0,758.98,500.0
0,3427.0,4.0,663.0,880.39,500.0
0,2294.0,2.0,509.0,731.4459999999999,11118.924390264356
1,3970.0,2.0,577.0,848.8979999999999,500.0
1,4636.0,4.0,576.0,838.07,25264.887883286072
1,1090.0,2.0,577.0,684.99,1576.2752637930944
1,2451.0,2.0,753.0,925.034,28558.640451367977
1,4029.0,4.0,500.0,720.61,12572.690227491412
1,5015.0,0.0,580.0,1102.4500000000003,9985.35077290691
1,2394.0,0.0,580.0,876.5540000000001,500.0
0,541.0,4.0,576.0,729.1800000000001,500.0
1,1230.0,5.0,557.0,706.9560000000001,500.0
0,998.0,4.0,740.0,758.8879999999999,7118.792015716052
1,2992.0,4.0,593.0,1153.2,500.0
0,2463.0,1.0,553.0,889.2299999999999,15652.431746675493
1,2498.0,1.0,553.0,761.076,18244.112242171323
0,2353.0,5.0,434.0,887.5,500.0
0,1629.0,1.0,629.0,628.406,500.0
0,1120.0,2.0,634.0,751.858,35070.03909571301
1,500.0,2.0,633.0,639.64,500.0
0,3211.0,2.0,503.0,1203.17,13668.834172108887
1,3014.0,4.0,576.0,814.8380000000001,28819.075039984185
0,500.0,1.0,797.0,1064.61,20944.42018948653
0,4210.0,5.0,557.0,756.854,8211.053673623343
1,1253.0,2.0,577.0,926.97,500.0
1,2501.0,4.0,576.0,814.2180000000001,10984.65059846852
1,1591.0,3.0,331.0,884.9680000000001,500.0
1,4283.0,2.0,837.0,830.588,20718.920188420325
0,1979.0,1.0,553.0,536.04,500.0
0,1497.0,4.0,576.0,593.73,19184.122591464125
1,1481.0,3.0,581.0,694.6160000000001,500.0
0,1900.0,0.0,617.0,835.604,11772.799305081704
1,1677.0,3.0,313.0,640.6400000000001,500.0
0,2472.0,5.0,557.0,1057.65,500.0
1,1603.0,0.0,301.0,816.6600000000001,10321.12867438911
1,1848.0,1.0,553.0,885.5600000000001,4762.554313167681
0,2963.0,5.0,672.0,854.9540000000001,500.0
0,1022.0,3.0,481.0,770.934,500.0
1,2383.0,1.0,553.0,858.624,500.0
0,1252.0,3.0,581.0,945.8880000000001,20810.72186300894
0,2991.0,2.0,476.0,741.64,35324.41059405857
0,2138.0,2.0,577.0,893.174,9348.235706928515
1,2883.0,4.0,576.0,851.7379999999999,500.0
0,4403.0,3.0,581.0,751.196,24102.562178675496
1,2244.0,1.0,553.0,1037.24,500.0
1,1674.0,1.0,553.0,568.01,2318.801619269081
1,1274.0,3.0,581.0,578.78,3279.3898971329018
1,3526.0,2.0,577.0,692.718,500.0
0,5021.0,2.0,577.0,1001.3680000000002,44318.76029882071
1,500.0,4.0,302.0,482.6199999999999,500.0
1,1954.0,4.0,576.0,876.2140000000002,500.0
0,501.0,0.0,580.0,656.9540000000001,11708.019989648128
1,500.0,1.0,553.0,713.5759999999999,500.0
1,2996.0,4.0,576.0,632.25,1464.9488789627408
1,3051.0,3.0,581.0,946.35,29170.63948049445
0,3103.0,5.0,557.0,840.65,500.0
1,500.0,0.0,580.0,650.918,500.0
1,2269.0,1.0,553.0,1036.97,500.0
0,1609.0,1.0,405.0,748.2379999999999,20245.6528981206
0,3359.0,5.0,745.0,543.2239999999999,16655.16133744293
0,530.0,5.0,625.0,749.9680000000001,506.1000696557594
1,4781.0,3.0,371.0,731.4459999999999,15607.164153245729
1,1794.0,2.0,658.0,517.97,500.0
0,3868.0,0.0,580.0,777.6659999999999,24568.552873353263
1,1951.0,3.0,347.0,915.7239999999999,20157.827863254694
0,2059.0,5.0,557.0,879.356,3308.9064396020794
0,3714.0,0.0,580.0,739.09,500.0
1,520.0,5.0,621.0,789.466,500.0
0,4291.0,1.0,553.0,802.236,33001.40029680384
1,5458.0,4.0,633.0,1114.15,15442.104883091608
1,1077.0,1.0,553.0,899.202,4199.379275131533
0,2199.0,1.0,387.0,986.5099999999999,7622.533229372277
1,3113.0,1.0,380.0,797.05,3080.492487464247
1,3207.0,3.0,581.0,1307.961000000001,500.0
0,2327.0,2.0,577.0,686.774,500.0
0,1465.0,3.0,628.0,593.75,23779.54164622753
0,2008.0,0.0,580.0,671.79,41186.912958780806
0,500.0,5.0,556.0,774.52,500.0
1,3528.0,3.0,581.0,692.7180000000001,1435.4474349906754
1,4044.0,2.0,577.0,693.436,20244.96496449784
0,500.0,3.0,581.0,656.9540000000001,500.0
0,1810.0,3.0,581.0,864.0200000000001,500.0
1,3272.0,3.0,653.0,816.5699999999999,18739.434573768805
0,4039.0,5.0,557.0,706.3340000000001,26722.51063891717
0,1697.0,4.0,622.0,744.9319999999999,500.0
0,2053.0,5.0,396.0,750.966,4420.722427663023
0,1289.0,3.0,581.0,1223.33,500.0
0,2623.0,0.0,681.0,990.79,35380.09618294562
0,3359.0,4.0,522.0,906.02,28205.740727397675
0,4204.0,5.0,593.0,751.0780000000001,18213.101271004227
1,1732.0,1.0,818.0,785.952,17723.20021809159
1,2622.0,0.0,352.0,665.71,6984.706974534388
0,2737.0,5.0,580.0,774.878,1440.069571905364
0,1216.0,5.0,316.0,849.732,500.0
1,2948.0,2.0,577.0,929.27,17211.450771728832
0,1530.0,2.0,577.0,559.35,500.0
1,2302.0,5.0,765.0,931.5720000000001,500.0
0,1590.0,0.0,580.0,894.8539999999999,500.0
0,4143.0,5.0,466.0,820.382,2173.539199674299
1,4733.0,0.0,580.0,1231.54,20610.18863484644
0,2820.0,2.0,649.0,916.0020000000001,14502.031079825532
0,3907.0,2.0,736.0,774.7239999999999,43038.733675838776
0,2968.0,2.0,577.0,1063.492,12664.435501178286
0,2566.0,2.0,577.0,540.08,20237.30157615237
0,3279.0,5.0,557.0,981.902,21833.999417828752
1,3056.0,0.0,721.0,1094.8899999999999,2778.895441146856
0,4407.0,4.0,704.0,751.196,8503.44658404202
1,3900.0,5.0,493.0,774.7239999999999,20600.912025801503
1,2512.0,3.0,581.0,823.8220000000001,500.0
1,3408.0,1.0,553.0,693.69,500.0
1,1870.0,5.0,357.0,620.5219999999999,500.0
0,3890.0,5.0,557.0,681.3480000000001,30264.14579652031
0,3540.0,5.0,557.0,504.524,19833.87940555405
1,4340.0,2.0,577.0,812.5519999999999,500.0
1,1922.0,4.0,301.0,494.82,6920.170149102289
0,3320.0,0.0,785.0,791.566,11431.23009848331
0,1526.0,0.0,420.0,755.796,500.0
0,3012.0,3.0,581.0,824.488,8383.41641013824
1,3245.0,4.0,745.0,808.998,20849.14794541604
1,2221.0,3.0,581.0,746.9440000000001,500.0
0,500.0,3.0,581.0,656.9540000000001,500.0
1,2231.0,3.0,581.0,792.674,595.4529022693162
0,1209.0,1.0,553.0,1023.454,4421.836090337169
0,2176.0,1.0,553.0,831.04,22156.6601666299
0,2770.0,4.0,424.0,1016.6780000000001,500.0
1,3743.0,1.0,553.0,922.1139999999999,500.0
0,1339.0,4.0,760.0,1113.23,500.0
1,5408.0,3.0,327.0,1058.64,12003.974387865432
0,5316.0,2.0,577.0,760.2239999999999,19556.521117359865
0,2277.0,5.0,804.0,1042.842,15115.590081648994
0,1163.0,3.0,473.0,797.76,31218.020232801584
0,1609.0,4.0,625.0,748.2379999999999,500.0
1,4957.0,2.0,787.0,1223.69,9446.472980106704
0,5505.0,2.0,692.0,988.994,22506.54481869007
0,5200.0,4.0,576.0,867.952,27305.77273471144
1,4483.0,3.0,825.0,654.742,24757.281249515778
1,3111.0,5.0,557.0,488.9,500.0
0,2904.0,0.0,558.0,765.92,26267.050324186486
1,500.0,3.0,581.0,713.5759999999999,500.0
1,1945.0,5.0,557.0,882.4179999999999,500.0
0,3200.0,2.0,577.0,713.394,500.0
1,1861.0,1.0,529.0,542.182,6011.798991135412
0,2440.0,1.0,439.0,860.06,31792.38150694156
1,1119.0,2.0,577.0,751.858,14916.0339311424
1,1192.0,2.0,577.0,892.088,10733.234559213986
1,1185.0,1.0,629.0,839.606,500.0
1,1021.0,3.0,581.0,661.7,500.0
1,1309.0,3.0,710.0,839.3880000000001,500.0
1,963.0,1.0,553.0,825.348,500.0
0,3573.0,4.0,657.0,888.67,35923.21824329299
1,1035.0,2.0,577.0,704.568,1352.1952582900844
1,1385.0,4.0,576.0,1307.961000000001,11579.698833698158
1,3073.0,3.0,360.0,778.9680000000001,500.0
1,2724.0,2.0,513.0,1090.67,500.0
1,1671.0,4.0,576.0,978.006,8230.338986540903
0,2320.0,4.0,580.0,752.984,36167.76622830452
1,2253.0,0.0,450.0,754.2239999999999,500.0
1,2781.0,5.0,557.0,834.3219999999999,12849.66453351526
1,2691.0,1.0,553.0,1042.914,5178.461905660711
1,2421.0,3.0,734.0,664.416,10377.238066160244
0,3344.0,3.0,581.0,934.3900000000001,8082.296416917527
0,1885.0,0.0,811.0,881.8100000000001,27756.833338880904
1,3343.0,0.0,580.0,849.0560000000002,500.0
0,1774.0,2.0,326.0,1039.09,500.0
0,1464.0,3.0,647.0,553.2660000000001,10131.66846365795
0,1518.0,4.0,576.0,899.766,3912.560356258768
1,1519.0,4.0,524.0,787.884,500.0
0,1977.0,1.0,553.0,829.368,500.0
1,4479.0,2.0,625.0,654.742,11704.36628697587
0,2395.0,4.0,639.0,1037.432,13531.803584188276
1,2173.0,5.0,557.0,899.494,4137.958771077626
0,1579.0,4.0,576.0,836.5600000000001,17478.508978244045
1,5270.0,3.0,698.0,911.9619999999999,37943.8602929614
0,3315.0,0.0,712.0,896.9399999999999,500.0
1,500.0,1.0,553.0,713.5759999999999,500.0
1,4392.0,2.0,678.0,610.222,500.0
1,2762.0,2.0,577.0,817.188,7230.425395693608
0,2236.0,3.0,581.0,612.5759999999999,23789.25327939984
0,500.0,2.0,387.0,713.5759999999999,500.0
0,2010.0,5.0,806.0,452.14,500.0
0,4181.0,3.0,807.0,996.466,45953.10735215207
1,964.0,3.0,581.0,989.03,500.0
0,2618.0,0.0,580.0,867.2819999999999,28319.53589596485
0,2246.0,3.0,581.0,773.412,8360.660090286354
1,1086.0,1.0,836.0,685.02,500.0
1,2147.0,0.0,623.0,900.146,500.0
0,2773.0,5.0,557.0,1044.572,20527.32364551167
1,1721.0,3.0,765.0,752.9080000000001,500.0
1,2365.0,5.0,557.0,985.68,500.0
0,4123.0,5.0,557.0,674.256,18200.41903580191
0,2809.0,0.0,580.0,691.794,19980.13470989714
1,2575.0,4.0,350.0,265.2039,500.0
0,6029.0,5.0,546.0,606.23,738.0742498209131
0,2515.0,3.0,581.0,509.07,17999.64542909169
1,2117.0,1.0,553.0,1143.6019999999999,500.0
0,2667.0,3.0,581.0,265.2039,16912.590543496095
1,4145.0,2.0,586.0,820.382,500.0
1,1449.0,2.0,577.0,925.4720000000001,500.0
0,2869.0,3.0,581.0,798.398,26304.32033268927
1,1836.0,5.0,513.0,676.106,500.0
0,4243.0,2.0,649.0,744.2259999999999,500.0
1,4591.0,5.0,557.0,718.108,11024.348114058204
1,1881.0,5.0,397.0,1028.83,4106.986035111996
0,1717.0,1.0,553.0,739.45,500.0
0,3783.0,3.0,818.0,773.33,500.0
0,3738.0,2.0,823.0,884.6,28857.19324652385
1,1516.0,3.0,702.0,935.2980000000001,26197.652891425936
0,4273.0,1.0,553.0,777.494,26922.83476679464
0,647.0,5.0,557.0,681.23,14442.63221628915
0,1425.0,3.0,581.0,518.27,19554.29312460119
0,3602.0,3.0,599.0,1029.08,22861.79456782428
1,2107.0,0.0,645.0,775.36,5801.595224781476
1,747.0,0.0,580.0,615.746,6737.0437220161775
1,3366.0,4.0,576.0,596.6640000000001,500.0
0,1820.0,1.0,553.0,709.048,7893.045955084727
1,1529.0,2.0,577.0,877.0840000000001,500.0
0,4314.0,0.0,580.0,861.126,5419.59294159302
1,3726.0,3.0,762.0,782.258,19072.951075048928
1,2371.0,0.0,580.0,767.914,8475.909092890979
0,2435.0,0.0,580.0,685.67,500.0
0,2527.0,4.0,393.0,610.314,500.0
0,2538.0,3.0,754.0,810.39,22200.55242602915
1,3562.0,1.0,530.0,1086.972,500.0
0,899.0,2.0,782.0,889.7240000000002,14428.313756023645
0,2543.0,1.0,338.0,595.91,500.0
0,3431.0,3.0,684.0,864.9620000000001,500.0
1,2670.0,3.0,581.0,358.61,500.0
0,3240.0,0.0,472.0,654.4939999999999,4802.988003983614
0,3291.0,4.0,576.0,700.374,500.0
1,2180.0,0.0,580.0,820.8860000000001,500.0
1,1853.0,4.0,576.0,682.828,500.0
1,1226.0,0.0,580.0,733.062,500.0
0,2923.0,4.0,576.0,1049.152,500.0
1,2322.0,1.0,553.0,440.312,500.0
1,500.0,0.0,580.0,650.918,6127.869716111422
1,3815.0,4.0,825.0,803.6320000000001,500.0
0,2977.0,4.0,576.0,1076.2,11336.297362326908
0,4489.0,5.0,557.0,811.244,21612.37044925595
1,3792.0,4.0,576.0,700.914,500.0
1,3538.0,4.0,576.0,509.1259999999999,8038.133550766876
0,1584.0,4.0,625.0,810.158,2812.595318098753
1,1129.0,5.0,320.0,671.032,500.0
0,2679.0,0.0,766.0,1001.9200000000001,29058.06890589024
1,4289.0,1.0,611.0,417.37,500.0
1,2484.0,1.0,305.0,712.488,500.0
0,500.0,2.0,837.0,650.918,14334.790502978738
0,2092.0,0.0,384.0,817.27,500.0
1,500.0,0.0,323.0,563.72,500.0
0,3449.0,5.0,557.0,706.444,30648.49801819472
0,2248.0,5.0,557.0,270.33,500.0
0,3027.0,0.0,580.0,1025.704,500.0
0,1286.0,5.0,557.0,1172.6,20360.58418007003
0,963.0,2.0,577.0,825.348,500.0
1,3092.0,4.0,512.0,610.858,2137.4495865119416
0,4439.0,2.0,577.0,969.318,42750.98637315525
0,1736.0,2.0,325.0,826.47,19586.0762412498
0,2649.0,5.0,548.0,915.72,500.0
0,500.0,4.0,576.0,1063.35,500.0
1,3614.0,0.0,580.0,781.0620000000001,20389.981331141284
1,3013.0,5.0,557.0,824.488,20598.3563482812
0,3062.0,2.0,486.0,654.768,500.0
1,4682.0,1.0,576.0,806.766,4591.209243175377
1,2266.0,0.0,580.0,730.9480000000001,10203.308862875749
1,3452.0,1.0,592.0,589.92,24287.99102342265
0,993.0,5.0,557.0,998.73,500.0
1,2109.0,5.0,557.0,908.54,10792.3901706821
0,3281.0,2.0,577.0,1009.976,36488.91702247232
0,2046.0,3.0,657.0,853.158,18671.445967623644
1,1464.0,5.0,557.0,397.78,500.0
0,3366.0,2.0,577.0,596.6640000000001,29230.3405532146
1,500.0,4.0,320.0,745.66,500.0
1,2518.0,4.0,576.0,716.794,500.0
0,1939.0,2.0,577.0,659.232,19583.13696015269
1,2570.0,4.0,513.0,798.554,2502.644834658861
0,4345.0,5.0,557.0,770.1579999999999,23333.146224276992
0,2649.0,3.0,667.0,651.608,500.0
1,2305.0,0.0,666.0,1126.2179999999998,500.0
0,500.0,3.0,581.0,607.38,500.0
0,4187.0,1.0,651.0,952.592,12183.02311198201
1,1615.0,5.0,557.0,671.45,6081.925621554546
1,1981.0,1.0,553.0,796.4179999999999,9420.651157219008
0,946.0,3.0,837.0,1044.474,500.0
1,1358.0,5.0,588.0,795.928,500.0
0,1978.0,3.0,581.0,922.906,500.0
0,3142.0,0.0,467.0,714.144,4792.3119247859
1,3336.0,4.0,576.0,676.472,17960.37004122034
1,4944.0,5.0,557.0,844.9,12873.031183839874
0,2682.0,3.0,502.0,960.86,500.0
0,2254.0,2.0,577.0,754.2239999999999,25653.8548432962
1,4504.0,1.0,388.0,1105.118,24423.367356687104
1,2453.0,4.0,723.0,265.2039,500.0
1,2496.0,1.0,759.0,654.658,500.0
0,896.0,0.0,494.0,926.2300000000001,12874.556201202864
1,3717.0,1.0,553.0,789.922,500.0
1,1715.0,5.0,557.0,999.4739999999999,500.0
0,1465.0,3.0,644.0,265.2039,500.0
0,536.0,1.0,622.0,729.1800000000001,500.0
1,1431.0,1.0,718.0,818.266,500.0
1,3153.0,3.0,581.0,829.72,500.0
0,1930.0,3.0,581.0,908.2479999999999,17537.5768626497
1,4893.0,1.0,553.0,708.98,6652.601907887115
1,2764.0,2.0,577.0,896.5540000000001,34427.4067352318
1,2814.0,5.0,557.0,684.652,22986.86900407216
1,3138.0,0.0,580.0,565.412,500.0
0,3162.0,5.0,617.0,1081.074,10982.076331042272
1,1389.0,1.0,553.0,987.8059999999999,500.0
1,3598.0,4.0,349.0,839.6940000000001,14707.494346449566
0,2201.0,5.0,557.0,837.5799999999999,14594.453914396168
0,4304.0,1.0,553.0,856.6899999999999,26907.15136647973
1,4658.0,2.0,773.0,787.222,8600.221570401316
0,1596.0,3.0,581.0,1006.21,10795.14829828503
1,2695.0,2.0,577.0,1132.984,3282.616970746021
1,929.0,0.0,376.0,965.2239999999999,500.0
0,1965.0,2.0,577.0,712.8299999999999,500.0
1,1622.0,2.0,577.0,820.89,13482.61574743173
1,2694.0,5.0,545.0,1106.538,25805.445066223645
1,1938.0,1.0,822.0,941.8900000000001,8243.965842906731
1,1885.0,2.0,620.0,881.8100000000001,625.181791164074
1,1506.0,1.0,649.0,657.47,500.0
0,791.0,5.0,557.0,617.6479999999999,500.0
1,2381.0,3.0,581.0,871.49,500.0
1,4687.0,4.0,576.0,927.47,25025.308349157804
0,1483.0,1.0,701.0,691.522,500.0
0,1193.0,0.0,580.0,972.7439999999999,14431.899627318558
1,2829.0,1.0,553.0,401.22,3600.6258579204514
1,1658.0,0.0,561.0,809.0219999999999,500.0
0,1542.0,0.0,703.0,889.1899999999999,500.0
0,5028.0,5.0,654.0,1001.3679999999998,38753.47407594087
0,2826.0,3.0,581.0,981.372,9442.87811949249
1,2933.0,2.0,599.0,921.2679999999998,500.0
1,2517.0,1.0,612.0,811.344,500.0
1,2322.0,3.0,442.0,455.66,13967.640759039814
1,3144.0,2.0,577.0,649.404,500.0
0,2510.0,0.0,717.0,591.72,23259.8725121498
1,1883.0,4.0,576.0,1158.32,500.0
0,500.0,1.0,553.0,490.27,500.0
0,1634.0,4.0,435.0,561.2520000000001,10274.636174398358
0,3414.0,1.0,648.0,1019.99,33852.133516221205
0,1684.0,3.0,799.0,637.29,19034.951240767296
0,2396.0,2.0,302.0,829.02,12465.414702869017
1,500.0,4.0,549.0,650.918,500.0
0,2173.0,5.0,557.0,911.7860000000001,500.0
0,3149.0,1.0,551.0,935.6119999999999,500.0
1,4044.0,0.0,580.0,922.97,1452.9636159923682
1,2343.0,1.0,561.0,488.25200000000007,15008.06992421023
1,2433.0,5.0,844.0,625.068,500.0
1,1831.0,3.0,562.0,940.1619999999999,500.0
1,1397.0,0.0,517.0,825.37,15792.631760679456
1,4403.0,0.0,531.0,774.87,15993.47491432107
1,2581.0,3.0,745.0,441.65,25832.54326683973
0,1334.0,0.0,322.0,856.046,500.0
1,1799.0,5.0,557.0,647.48,500.0
0,979.0,1.0,823.0,575.0,500.0
0,1853.0,0.0,794.0,682.828,500.0
0,3770.0,2.0,337.0,571.63,500.0
1,2784.0,4.0,576.0,743.092,9094.788350545172
0,3393.0,1.0,553.0,491.27,28317.99889012609
1,1668.0,1.0,553.0,895.5040000000001,5378.786478355881
1,5080.0,3.0,706.0,1106.98,30402.113466074145
0,3427.0,0.0,580.0,880.3900000000001,27293.118605334497
1,1286.0,4.0,814.0,799.864,500.0
1,3018.0,3.0,627.0,936.5640000000001,13356.55499421264
1,1673.0,1.0,553.0,832.57,500.0
0,2710.0,1.0,438.0,677.92,14042.39340376125
1,3022.0,0.0,580.0,819.516,500.0
1,2419.0,2.0,577.0,636.822,10703.82737914945
0,2124.0,5.0,557.0,917.21,24483.34638065432
1,500.0,0.0,419.0,967.55,500.0
0,2735.0,4.0,576.0,699.4440000000001,4902.444266359606
0,2693.0,5.0,636.0,1106.538,500.0
0,1899.0,4.0,409.0,265.2039,500.0
0,3233.0,3.0,581.0,714.3259999999999,500.0
1,3971.0,0.0,580.0,789.17,500.0
1,2991.0,4.0,576.0,760.0840000000001,11169.108115365516
0,2524.0,1.0,592.0,478.12999999999994,1058.7221285950077
1,1948.0,3.0,581.0,900.086,500.0
0,1597.0,3.0,728.0,967.0259999999998,500.0
0,2949.0,5.0,557.0,1248.7,34280.27082214709
1,4001.0,2.0,335.0,850.51,2109.8379185465737
0,2215.0,0.0,302.0,949.972,27173.40122797404
1,4442.0,1.0,553.0,969.318,500.0
0,2475.0,5.0,557.0,855.7120000000001,33400.713378645014
0,1765.0,1.0,673.0,328.42,500.0
1,500.0,0.0,367.0,837.7660000000002,500.0
1,2220.0,5.0,557.0,761.4540000000001,14199.35498259439
1,807.0,0.0,586.0,1235.23,500.0
0,3831.0,1.0,553.0,691.93,4597.657007308739
0,751.0,5.0,362.0,687.976,9578.290697501116
1,3152.0,5.0,727.0,848.9779999999998,500.0
0,3662.0,1.0,553.0,648.552,500.0
0,3062.0,2.0,454.0,484.2,14355.315932682724
0,1709.0,5.0,557.0,1000.064,500.0
0,1847.0,5.0,477.0,1307.961000000001,28557.575861087626
1,1136.0,0.0,580.0,691.0740000000001,500.0
1,4133.0,5.0,557.0,545.4159999999999,500.0
1,2679.0,2.0,577.0,1001.9200000000001,10753.421326523568
0,1258.0,0.0,580.0,825.202,14430.51876497812
1,4142.0,5.0,450.0,561.0,11686.368750865196
0,3150.0,4.0,576.0,905.524,500.0
1,2480.0,0.0,584.0,767.656,15468.721379985676
1,2869.0,0.0,580.0,798.398,500.0
0,4174.0,5.0,557.0,794.256,20830.636004097378
0,2696.0,0.0,580.0,619.3,18032.997930267607
1,3512.0,1.0,553.0,980.3220000000001,500.0
1,4094.0,1.0,422.0,811.73,10152.632831132174
0,2743.0,4.0,576.0,847.452,20470.270283209386
0,2867.0,2.0,577.0,896.6560000000002,21557.631054963626
0,2340.0,4.0,576.0,784.59,15851.10313388327
0,3343.0,5.0,712.0,849.0560000000002,22762.1917704371
0,1718.0,1.0,604.0,939.76,24019.529808341456
0,1058.0,1.0,553.0,989.21,500.0
1,1193.0,0.0,580.0,892.088,500.0
0,1248.0,0.0,504.0,402.19,17721.29297543405
0,3883.0,0.0,454.0,747.28,23325.338501823888
0,2205.0,1.0,553.0,317.95,8120.4633303876335
1,1285.0,1.0,553.0,918.5959999999999,500.0
0,2433.0,0.0,580.0,904.6200000000001,23930.493958673607
1,1835.0,0.0,531.0,866.0219999999999,500.0
0,1066.0,3.0,319.0,1102.7900000000002,4183.406412898141
0,1537.0,4.0,576.0,929.076,19758.871226550404
1,4318.0,4.0,760.0,802.2199999999999,17153.875972445985
1,2276.0,5.0,780.0,633.67,500.0
